2010年
1,43,阿凡达,,2762万,38.6万,2010,数据纠错,
2,134,唐山大地震,,1817万,37.28万,2010,数据纠错,
3,138,让子弹飞,,1754万,37.87万,2010,数据纠错,
4,205,非诚勿扰2,,1250万,28.66万,2010,数据纠错,
5,214,盗梦空间,,1345万,27.5万,2010,数据纠错,
6,327,狄仁杰之通天帝国,,885万,22.04万,2010,数据纠错,
7,385,叶问2 宗师传奇,,706万,20.01万,2010,数据纠错,
8,406,敢死队,,867万,18.01万,2010,数据纠错,
9,415,哈利·波特与死亡圣器（上）,,661万,17.73万,2010,数据纠错,
10,456,赵氏孤儿,,571.12万,21.66万,2010,数据纠错,
11,466,钢铁侠2,,548万,16.64万,2010,数据纠错,
12,472,诸神之战,,355万,9.52万,2010,数据纠错,
13,505,波斯王子：时之刃,,504万,14.65万,2010,数据纠错,
14,506,大兵小将,,505万,12.61万,2010,数据纠错,
15,525,大笑江湖,,--,--,2010,数据纠错,
16,546,山楂树之恋,,445万,15.51万,2010,数据纠错,
17,552,锦衣卫(2010),,445万,11.51万,2010,数据纠错,
18,560,精武风云·陈真,,433万,13.35万,2010,数据纠错,
19,570,生化危机4,,343万,13.24万,2010,数据纠错,
20,582,越光宝盒,,416万,13.49万,2010,数据纠错,
2011年
1,66,变形金刚3,,2590万,47.64万,2011,数据纠错,
2,152,功夫熊猫2,,1626万,38.95万,2011,数据纠错,
3,154,金陵十三钗,,1485万,53万,2011,数据纠错,
4,174,龙门飞甲,,1213万,31.11万,2011,数据纠错,
5,209,加勒比海盗4,,1236万,26.69万,2011,数据纠错,
6,242,建党伟业,,1235万,33.16万,2011,数据纠错,
7,243,哈利波特与死亡圣器(下),,1038.61万,26.44万,2011,数据纠错,
8,276,失恋33天,,1120万,29.04万,2011,数据纠错,
9,367,速度与激情5,,791万,21.22万,2011,数据纠错,
10,384,蓝精灵,,669万,17.7万,2011,数据纠错,
11,395,洛杉矶之战,,716万,23.22万,2011,数据纠错,
12,409,新少林寺,,599万,17.68万,2011,数据纠错,
13,419,白蛇传说(2011),,651万,24.33万,2011,数据纠错,
14,444,猩球崛起,,635万,19.51万,2011,数据纠错,
15,445,将爱情进行到底,,561万,20.54万,2011,数据纠错,
16,457,武林外传,,530万,16.2万,2011,数据纠错,
17,469,画壁,,544万,19.99万,2011,数据纠错,
18,482,武侠,,509万,17.98万,2011,数据纠错,
19,501,最强囍事2011,,497万,14.17万,2011,数据纠错,
20,514,关云长,,470万,18.41万,2011,数据纠错,
2012年
1,46,人再囧途之泰囧,,3910万,66.91万,2012,数据纠错,
2,78,泰坦尼克号3D版,,2130万,38.17万,2012,数据纠错,
3,86,十二生肖,,2160万,41.61万,2012,数据纠错,
4,121,画皮II,,1713万,45.62万,2012,数据纠错,
5,133,碟中谍4：幽灵协议,,1921万,43.47万,2012,数据纠错,
6,169,少年派的奇幻漂流,,1446万,36.79万,2012,数据纠错,
7,171,复仇者联盟,,1361万,39.51万,2012,数据纠错,
8,194,黑衣人3,,1244万,41.79万,2012,数据纠错,
9,219,冰川时代4,,1179万,40.25万,2012,数据纠错,
10,256,地心历险记2：神秘岛,,925万,28.82万,2012,数据纠错,
11,265,一九四二(冯小刚),,1012万,31.33万,2012,数据纠错,
12,288,蝙蝠侠：黑暗骑士崛起,,912万,29.8万,2012,数据纠错,
13,294,敢死队2,,1025万,38.83万,2012,数据纠错,
14,310,超凡蜘蛛侠,,766万,27.55万,2012,数据纠错,
15,311,超级战舰,,916万,28.12万,2012,数据纠错,
16,360,异星战场：约翰・卡特传奇,,921万,24.95万,2012,数据纠错,
17,369,寒战,,801万,35.87万,2012,数据纠错,
18,387,听风者,,655万,24.22万,2012,数据纠错,
19,399,普罗米修斯,,557万,22.85万,2012,数据纠错,
20,417,谍影重重4,,653万,28.04万,2012,数据纠错,
2013年
1,48,西游降魔篇,,3103.79万,76.72万,2013,数据纠错,
2,101,钢铁侠3,,1874.24万,54.13万,2013,数据纠错,
3,117,致我们终将逝去的青春,,2233.56万,62.03万,2013,数据纠错,
4,118,私人订制,,2021.61万,62.5万,2013,数据纠错,
5,126,环太平洋,,1739.25万,45.47万,2013,数据纠错,
6,157,狄仁杰之神都龙王,,1503.79万,50.94万,2013,数据纠错,
7,178,中国合伙人,,1670.38万,58.55万,2013,数据纠错,
8,179,警察故事2013,,1352.9万,50.54万,2013,数据纠错,
9,188,北京遇上西雅图,,1628.16万,49.62万,2013,数据纠错,
10,197,小时代,,1522.24万,45.15万,2013,数据纠错,
11,226,地心引力,,1053.92万,42.95万,2013,数据纠错,
12,233,速度与激情6,,1292万,31.36万,2013,数据纠错,
13,252,疯狂原始人,,1087.15万,35.55万,2013,数据纠错,
14,253,超人：钢铁之躯,,967.19万,32.75万,2013,数据纠错,
