2010年
1,43,阿凡达,,2762万,38.6万,2010,数据纠错,
2,134,唐山大地震,,1817万,37.28万,2010,数据纠错,
3,138,让子弹飞,,1754万,37.87万,2010,数据纠错,
4,205,非诚勿扰2,,1250万,28.66万,2010,数据纠错,
5,214,盗梦空间,,1345万,27.5万,2010,数据纠错,
6,327,狄仁杰之通天帝国,,885万,22.04万,2010,数据纠错,
7,385,叶问2 宗师传奇,,706万,20.01万,2010,数据纠错,
8,406,敢死队,,867万,18.01万,2010,数据纠错,
9,415,哈利·波特与死亡圣器（上）,,661万,17.73万,2010,数据纠错,
10,456,赵氏孤儿,,571.12万,21.66万,2010,数据纠错,
11,466,钢铁侠2,,548万,16.64万,2010,数据纠错,
12,472,诸神之战,,355万,9.52万,2010,数据纠错,
13,505,波斯王子：时之刃,,504万,14.65万,2010,数据纠错,
14,506,大兵小将,,505万,12.61万,2010,数据纠错,
15,525,大笑江湖,,--,--,2010,数据纠错,
16,546,山楂树之恋,,445万,15.51万,2010,数据纠错,
17,552,锦衣卫(2010),,445万,11.51万,2010,数据纠错,
18,560,精武风云·陈真,,433万,13.35万,2010,数据纠错,
19,570,生化危机4,,343万,13.24万,2010,数据纠错,
20,582,越光宝盒,,416万,13.49万,2010,数据纠错,
2010年
1,43,阿凡达,,2762万,38.6万,2010,数据纠错,
2,134,唐山大地震,,1817万,37.28万,2010,数据纠错,
3,138,让子弹飞,,1754万,37.87万,2010,数据纠错,
4,205,非诚勿扰2,,1250万,28.66万,2010,数据纠错,
5,214,盗梦空间,,1345万,27.5万,2010,数据纠错,
6,327,狄仁杰之通天帝国,,885万,22.04万,2010,数据纠错,
7,385,叶问2 宗师传奇,,706万,20.01万,2010,数据纠错,
8,406,敢死队,,867万,18.01万,2010,数据纠错,
9,415,哈利·波特与死亡圣器（上）,,661万,17.73万,2010,数据纠错,
10,456,赵氏孤儿,,571.12万,21.66万,2010,数据纠错,
11,466,钢铁侠2,,548万,16.64万,2010,数据纠错,
12,472,诸神之战,,355万,9.52万,2010,数据纠错,
13,505,波斯王子：时之刃,,504万,14.65万,2010,数据纠错,
14,506,大兵小将,,505万,12.61万,2010,数据纠错,
15,525,大笑江湖,,--,--,2010,数据纠错,
16,546,山楂树之恋,,445万,15.51万,2010,数据纠错,
17,552,锦衣卫(2010),,445万,11.51万,2010,数据纠错,
18,560,精武风云·陈真,,433万,13.35万,2010,数据纠错,
19,570,生化危机4,,343万,13.24万,2010,数据纠错,
20,582,越光宝盒,,416万,13.49万,2010,数据纠错,
2011年
1,66,变形金刚3,,2590万,47.64万,2011,数据纠错,
2,152,功夫熊猫2,,1626万,38.95万,2011,数据纠错,
3,154,金陵十三钗,,1485万,53万,2011,数据纠错,
4,174,龙门飞甲,,1213万,31.11万,2011,数据纠错,
5,209,加勒比海盗4,,1236万,26.69万,2011,数据纠错,
6,242,建党伟业,,1235万,33.16万,2011,数据纠错,
7,243,哈利波特与死亡圣器(下),,1038.61万,26.44万,2011,数据纠错,
8,276,失恋33天,,1120万,29.04万,2011,数据纠错,
9,367,速度与激情5,,791万,21.22万,2011,数据纠错,
10,384,蓝精灵,,669万,17.7万,2011,数据纠错,
11,395,洛杉矶之战,,716万,23.22万,2011,数据纠错,
12,409,新少林寺,,599万,17.68万,2011,数据纠错,
13,419,白蛇传说(2011),,651万,24.33万,2011,数据纠错,
14,444,猩球崛起,,635万,19.51万,2011,数据纠错,
15,445,将爱情进行到底,,561万,20.54万,2011,数据纠错,
16,457,武林外传,,530万,16.2万,2011,数据纠错,
17,469,画壁,,544万,19.99万,2011,数据纠错,
18,482,武侠,,509万,17.98万,2011,数据纠错,
19,501,最强囍事2011,,497万,14.17万,2011,数据纠错,
20,514,关云长,,470万,18.41万,2011,数据纠错,
2012年
1,46,人再囧途之泰囧,,3910万,66.91万,2012,数据纠错,
2,78,泰坦尼克号3D版,,2130万,38.17万,2012,数据纠错,
3,86,十二生肖,,2160万,41.61万,2012,数据纠错,
4,121,画皮II,,1713万,45.62万,2012,数据纠错,
5,133,碟中谍4：幽灵协议,,1921万,43.47万,2012,数据纠错,
6,169,少年派的奇幻漂流,,1446万,36.79万,2012,数据纠错,
7,171,复仇者联盟,,1361万,39.51万,2012,数据纠错,
8,194,黑衣人3,,1244万,41.79万,2012,数据纠错,
9,219,冰川时代4,,1179万,40.25万,2012,数据纠错,
10,256,地心历险记2：神秘岛,,925万,28.82万,2012,数据纠错,
11,265,一九四二(冯小刚),,1012万,31.33万,2012,数据纠错,
12,288,蝙蝠侠：黑暗骑士崛起,,912万,29.8万,2012,数据纠错,
13,294,敢死队2,,1025万,38.83万,2012,数据纠错,
14,310,超凡蜘蛛侠,,766万,27.55万,2012,数据纠错,
15,311,超级战舰,,916万,28.12万,2012,数据纠错,
